#Temperature,GStar,GStarEntropic
2.36700768377461,83.4370206733693,83.4370206733693
2.14606951444767,82.8986390622131,82.8986390622131
1.94639537074698,82.2845839672605,82.2845839672605
1.76592007405534,81.5939054766779,81.5939054766779
1.60275904102031,80.828772934381,80.828772934381
1.45519416520855,79.9949666559831,79.9949666559831
1.32166360370261,79.101255727833,79.101255727833
1.20074751700111,78.1594357621283,78.1594357621283
1.09116647509467,77.1830976184435,77.1830976184435
0.991771981150612,76.1862090301004,76.1862090301004
0.901542315005442,75.1819420560915,75.1819420560915
0.819575905365163,74.1806386859802,74.1806386859802
0.745079509831328,73.1894163717319,73.1894163717319
0.677356370512351,72.2111814266918,72.2111814266918
0.663936407691925,72.0073974170291,72.0073974170291
0.603590182475568,71.0444302705728,71.0444302705728
0.548737542991503,70.0913186944357,70.0913186944357
0.498882192387598,69.1465458838644,69.1465458838644
0.453563379803187,68.2115607433245,68.2115607433245
0.412351745143671,67.2923279525729,67.2923279525729
0.374848003858906,66.4000031884108,66.4000031884108
0.340686660368149,65.5500183404595,65.5500183404595
0.309539459334182,64.7602960830185,64.7602960830185
0.281117784971595,64.0486635937334,64.0486635937334
0.254904949098521,63.4238201458323,63.4238201458323
0.23129367299579,62.9094817623729,62.9094817623729
0.213768537398074,59.2334202201988,59.2334202201988
0.203757685287906,49.5463467763129,49.5463467763129
0.197209218568621,41.2682989250247,41.2682989250247
0.191503282784805,34.3081770990587,34.3081770990587
0.184846537063704,27.7819541105666,27.7819541105666
0.176150291484035,22.9395101215722,22.9395101215722
0.168354823949046,22.4574797488908,22.4574797488908
0.154347986955307,21.5725630143878,21.5725630143878
0.136944821414248,20.4572623993551,20.4572623993551
0.125617286746621,19.7365991055902,19.7365991055902
0.115092827359279,19.081358625355,19.081358625355
0.10532243049031,18.4918065931463,18.4918065931463
0.096274149425114,17.9643772762568,17.9643772762568
0.0879249044066211,17.4913232098272,17.4913232098272
0.080252920439147,17.0616165353808,17.0616165353808
0.0732325438889017,16.662392428944,16.662392428944
0.0668316572097635,16.2805986842764,16.2805986842764
0.061011748277544,15.9048991169041,15.9048991169041
0.0557289496681536,15.5266310532627,15.5266310532627
0.050935999868964,15.1404647953249,15.1404647953249
0.0465427893007281,14.7402065625777,14.7402065625777
0.0425499233393424,14.3304626343751,14.3304626343751
0.0389099646734062,13.9144218931016,13.9144218931016
0.0355792568067736,13.4972514918045,13.4972514918045
0.0325192946436287,13.085617396785,13.085617396785
0.029697749176283,12.6874840843705,12.6874840843705
0.0270890757636993,12.31169351371,12.31169351371
0.0246743433209547,11.9674747760958,11.9674747760958
0.0224403478978217,11.6633748403024,11.6633748403024
0.0203779700134123,11.4059492923752,11.4059492923752
0.0184802954896704,11.1985254570159,11.1985254570159
0.0167409044253146,11.0403886629453,11.0403886629453
0.015152678850987,10.9269688695703,10.9269688695703
0.0137073089204698,10.8508431118317,10.8508431118317
0.0123953603370051,10.8032814160073,10.8032814160073
0.0112066883983296,10.7757793238229,10.7757793238229
0.010130943970898,10.7611377874739,10.7611377874739
0.00915802885798766,10.7539899911587,10.7539899911587
0.00827839606735042,10.7507756130667,10.7507756130667
0.00748321409785236,10.7493830915002,10.7493830915002
0.00676441582044591,10.7487155651184,10.7487155651184
0.00611467614894106,10.7482756824156,10.7482756824156
0.0055273642449316,10.7478495057521,10.7478495057521
0.00499648520072176,10.7473569044123,10.7473569044123
0.00451661887234029,10.7467623480558,10.7467623480558
0.00408287376947071,10.7460329185106,10.7460329185106
0.00369079841714808,10.7451388451839,10.7451388451839
0.00333641301144588,10.7440430213879,10.7440430213879
0.00301609184648608,10.7426991485331,10.7426991485331
0.0027265647158659,10.741050185731,10.741050185731
0.00246487615473787,10.7390288192713,10.7390288192713
0.00222835396847783,10.7365490677061,10.7365490677061
0.00201458397091394,10.7335053499894,10.7335053499894
0.00182138384797041,10.729766366588,10.729766366588
0.00164678223401777,10.7251785847414,10.7251785847414
0.00148899538431161,10.7195475295534,10.7195475295534
0.00134641352760469,10.7126186217406,10.7126186217406
0.00137982544454133,10.7144364504856,10.7144364504856
0.00124821526299573,10.7063902441409,10.7063902441409
0.00116802113520603,10.7000752733727,10.7000752733727
0.00105694460921106,10.6887942966568,10.6887942966568
0.00095666698614771,6.78762498157807,7.33407198470754
0.000866166339341088,6.77073098562418,7.31717798875365
0.000784516813837353,6.75013791058105,7.29658491371053
0.00071088192069597,6.72510122358226,7.27154822671173
0.000644506942284237,6.69473245528917,7.24117945841864
0.000584706317924442,6.65808353652979,7.20453053965927
0.000530860635652882,6.61406974049448,7.16051674362395
0.00048240325800555,6.56156287649768,7.10800987962716
0.00043881959427491,6.49939562597096,7.04584262910044
0.000399634723525885,6.42642351335247,6.97287051648195
0.000364411168437411,6.34163317361571,6.88808017674518
0.000332741038332014,6.24414825585327,6.79059525898274
0.000304241794588237,6.13329122269353,6.679738225823
0.000278550960999207,6.00866149886737,6.55510850199684
0.000255326843756116,5.87010478739271,6.41655179052218
0.000234245037158858,5.71764282160031,6.26408982472979
0.000215003564213486,5.55145796490644,6.09790496803592
0.00019732845577011,5.3719556861737,5.91840268930318
0.000180982495247255,5.17990718257832,5.72635418570779
0.000165775954683618,4.97680154453418,5.52324854766365
0.000151572281738725,4.76534273639935,5.31178973952882
0.000138289340480361,4.54990735254363,5.09635435567311
0.00012588993803931,4.33668511307402,4.8831321162035
0.000114365343937848,4.13326452425014,4.67971152737962
0.000103715950389348,3.94752179335727,4.49396879648675
9.39354309854083e-05,3.7862502110644,4.33269721419387
8.5001839376123e-05,3.65383217159068,4.20027917472016
7.68763017770288e-05,3.55152872763088,4.09797573076035
6.95071147314572e-05,3.47753085312621,4.02397785625569
6.28354444281771e-05,3.42770325436512,3.9741502574946
5.68007803030319e-05,3.3966706140469,3.94311761717637
5.13445686695479e-05,3.3789376671488,3.92538467027827
4.64121575949153e-05,3.36971510096797,3.91616210409744
4.19535039346318e-05,3.36539494029899,3.91184194342847
3.79231554741405e-05,3.36358923122991,3.91003623435938
3.42799926281441e-05,3.36292723775217,3.90937424088164
3.09868176751105e-05,3.36271570209739,3.90916270522686
2.801000807869e-05,3.36265885193254,3.90910585506201
2.53191715536485e-05,3.36264142217968,3.90908842530915
2.28868355326498e-05,3.36264352683496,3.90909052996443
2.06881666561929e-05,3.36264386253852,3.90909086566799
1.8700717230385e-05,3.36264390230181,3.90909090543129
1.69041960432069e-05,3.36264390574003,3.90909090886951
1.52802611978368e-05,3.3626439059521,3.90909090908157
1.3812332847852e-05,3.36264390596117,3.90909090909064
1.24854239223909e-05,3.36264390596143,3.9090909090909
1.12859871130352e-05,3.36264390596143,3.90909090909091
1.02017765601991e-05,3.36264390596143,3.90909090909091
9.22172282688682e-06,3.36264390596143,3.90909090909091
8.33581988334257e-06,3.36264390596143,3.90909090909091
7.53502294874192e-06,3.36264390596143,3.90909090909091
6.81115614692247e-06,3.36264390596143,3.90909090909091
6.15682903334827e-06,3.36264390596143,3.90909090909091
5.56536114107556e-06,3.36264390596143,3.90909090909091
5.03071377535875e-06,3.36264390596143,3.90909090909091
4.5474283605418e-06,3.36264390596143,3.90909090909091
4.11057070977671e-06,3.36264390596143,3.90909090909091
3.71568064858113e-06,3.36264390596143,3.90909090909091
3.35872647790805e-06,3.36264390596143,3.90909090909091
3.03606381181019e-06,3.36264390596143,3.90909090909091
2.74439836944525e-06,3.36264390596143,3.90909090909091
2.48075234154025e-06,3.36264390596143,3.90909090909091
2.24243398792772e-06,3.36264390596143,3.90909090909091
2.02701015575432e-06,3.36264390596143,3.90909090909091
1.83228143778188e-06,3.36264390596143,3.90909090909091
1.65625971715504e-06,3.36264390596143,3.90909090909091
1.49714786937499e-06,3.36264390596143,3.90909090909091
1.35332141424306e-06,3.36264390596143,3.90909090909091
1.22331193044641e-06,3.36264390596143,3.90909090909091
1.10579206345414e-06,3.36264390596143,3.90909090909091
9.99561973659455e-07,3.36264390596143,3.90909090909091
9.03537086407584e-07,3.36264390596143,3.90909090909091
8.16737018841457e-07,3.36264390596143,3.90909090909091
7.38275570511691e-07,3.36264390596143,3.90909090909091
6.67351675558331e-07,3.36264390596143,3.90909090909091
6.03241224089048e-07,3.36264390596143,3.90909090909091
5.45289669252722e-07,3.36264390596143,3.90909090909091
4.92905344529059e-07,3.36264390596143,3.90909090909091
4.45553423005909e-07,3.36264390596143,3.90909090909091
4.02750456970504e-07,3.36264390596143,3.90909090909091
3.64059442065601e-07,3.36264390596143,3.90909090909091
3.29085355617172e-07,3.36264390596143,3.90909090909091
2.97471123581424e-07,3.36264390596143,3.90909090909091
2.68893974934985e-07,3.36264390596143,3.90909090909091
2.43062146287774e-07,3.36264390596143,3.90909090909091
2.19711903073707e-07,3.36264390596143,3.90909090909091
1.98604846906587e-07,3.36264390596143,3.90909090909091
1.79525481610147e-07,3.36264390596143,3.90909090909091
1.62279013072193e-07,3.36264390596143,3.90909090909091
1.46689360460107e-07,3.36264390596143,3.90909090909091
1.32597358492824e-07,3.36264390596143,3.90909090909091
1.198591324151e-07,3.36264390596143,3.90909090909091
1.08344629083076e-07,3.36264390596143,3.90909090909091
9.79362891639816e-08,3.36264390596143,3.90909090909091
8.85278468936057e-08,3.36264390596143,3.90909090909091
8.00232451374113e-08,3.36264390596143,3.90909090909091
7.23356546784462e-08,3.36264390596143,3.90909090909091
6.53865877192878e-08,3.36264390596143,3.90909090909091
5.91050965471673e-08,3.36264390596143,3.90909090909091
5.34270491809053e-08,3.36264390596143,3.90909090909091
4.82944746042494e-08,3.36264390596143,3.90909090909091
4.36549709006587e-08,3.36264390596143,3.90909090909091
3.94611702467859e-08,3.36264390596143,3.90909090909091
3.5670255302411e-08,3.36264390596143,3.90909090909091
3.2243522059329e-08,3.36264390596143,3.90909090909091
2.91459846860184e-08,3.36264390596143,3.90909090909091
2.63460183336838e-08,3.36264390596143,3.90909090909091
2.3815036256839e-08,3.36264390596143,3.90909090909091
2.15271979519363e-08,3.36264390596143,3.90909090909091
1.94591453342327e-08,3.36264390596143,3.90909090909091
1.7589764259344e-08,3.36264390596143,3.90909090909091
1.58999689546999e-08,3.36264390596143,3.90909090909091
1.43725071600163e-08,3.36264390596143,3.90909090909091
1.29917839873304e-08,3.36264390596143,3.90909090909091
1.17437027022684e-08,3.36264390596143,3.90909090909091
1.06155208009739e-08,3.36264390596143,3.90909090909091
